	Th0_0.5h_1_1	Th0_14h_4_1	Th0_16h_1_1	Th0_16h_7_1	Th0_18h_5_1	Th0_1h_1_1	Th0_20h_5_1	Th0_20h_6_1	Th0_25h_6_1	Th0_2h_2_1	Th0_2h_7_1	Th0_30h_6_1	Th0_30h_9_1	Th0_36h_6_1	Th0_42h_6_1	Th0_42h_7_1	Th0_48h_6_1	Th0_4h_3_1	Th0_54h_6_1	Th0_54h_7_1	Th0_60h_6_1	Th0_72h_6_1	Th0_72h_7_1	Th0_8h_3_1	Th0_8h_8_1	Tr1_0.5h_1_1	Tr1_12h_4_1	Tr1_14h_4_1	Tr1_16h_1_1	Tr1_16h_7_1	Tr1_18h_5_1	Tr1_1h_1_1	Tr1_20h_5_1	Tr1_20h_6_1	Tr1_25h_6_1	Tr1_2h_2_1	Tr1_2h_7_1	Tr1_30h_6_1	Tr1_30h_9_1	Tr1_36h_6_1	Tr1_42h_6_1	Tr1_42h_7_1	Tr1_48h_6_1	Tr1_4h_3_1	Tr1_54h_6_1	Tr1_54h_7_1	Tr1_60h_6_1	Tr1_72h_6_1	Tr1_72h_7_1	Tr1_8h_3_1	Tr1_8h_8_1	Th0_0.5h_1_7	Th0_10h_1_7	Th0_10h_2_7	Th0_12h_1_7	Th0_16h_1_7	Th0_1h_1_7	Th0_1h_2_7	Th0_20h_1_7	Th0_20h_2_7	Th0_24h_1_7	Th0_2h_1_7	Th0_30h_1_7	Th0_30h_2_7	Th0_42h_1_7	Th0_42h_2_7	Th0_48h_1_7	Th0_4h_1_7	Th0_4h_2_7	Th0_50h_1_7	Th0_52h_1_7	Th0_52h_2_7	Th0_60h_1_7	Th0_60h_2_7	Th0_6h_1_7	Th0_72h_1_7	Th0_8h_1_7	Th17_0.5h_1_7	Th17_10h_1_7	Th17_10h_2_7	Th17_12h_1_7	Th17_16h_1_7	Th17_1h_1_7	Th17_1h_2_7	Th17_20h_1_7	Th17_20h_2_7	Th17_24h_1_7	Th17_2h_1_7	Th17_30h_1_7	Th17_30h_2_7	Th17_42h_1_7	Th17_42h_2_7	Th17_48h_1_7	Th17_4h_1_7	Th17_4h_2_7	Th17_50h_1_7	Th17_52h_1_7	Th17_52h_2_7	Th17_60h_1_7	Th17_60h_2_7	Th17_6h_1_7	Th17_72h_1_7	Th17_8h_1_7
Abcd3	2.1259	2.4737	2.5512	2.6011	2.5643	2.0239	2.6566	2.4715	2.6868	1.9292	2.0168	2.5739	2.6205	2.5051	2.6868	2.8413	2.7952	1.9278	2.7055	2.8874	2.6233	2.6695	2.9961	2.3679	2.2929	2.1378	2.3324	2.3236	2.4044	2.4569	2.4011	2.0582	2.4431	2.3823	2.4203	1.9867	1.7338	2.4078	2.3881	2.4091	2.4464	2.5932	2.4509	1.9677	2.4126	2.5815	2.4207	2.1659	2.3671	2.2504	2.1798	2.1437	2.2206	2.2997	2.4794	2.5517	2.0175	1.9849	2.5994	2.5929	2.6851	1.9506	 2.743	2.7664	2.7955	2.7856	2.7402	1.9513	1.9574	2.7524	2.7042	2.7413	 2.909	2.7444	2.0902	2.8031	2.2342	2.1743	2.1978	2.2162	2.2937	2.2533	2.0623	2.0259	2.3144	2.3152	2.3316	1.7547	2.3861	2.3417	2.4651	2.3454	2.5142	1.9602	1.9208	2.5392	2.5074	2.4127	2.4402	2.3882	2.0898	2.5367	2.1688
Abcg1	3.0919	 1.652	1.7587	1.5045	1.6462	3.1942	1.9341	 1.765	2.2304	3.1078	2.9801	2.4363	2.4127	2.4405	2.2971	2.2497	2.3734	2.7145	2.3018	2.2669	2.4171	2.5956	2.2538	1.7394	2.2392	2.9866	1.6143	1.5875	1.7015	1.6191	1.7627	3.2171	1.9706	1.8352	2.1953	3.0871	3.0096	2.4434	2.4542	2.3579	2.3183	2.2774	2.3138	2.5665	2.4168	2.3786	2.4481	2.6171	2.6858	1.7652	 2.335	 3.272	1.9905	2.0353	1.7939	1.9411	3.2919	3.3725	1.9941	 2.155	2.0669	3.2635	2.2954	2.2915	 2.109	2.1422	2.2367	2.7328	2.7901	2.1425	2.2027	  2.13	2.0106	2.1005	2.2296	  1.81	2.0229	3.3489	2.1153	 2.037	1.8774	1.9807	3.3524	3.4054	2.1223	2.2549	2.0669	3.1042	2.2327	2.3252	2.3298	 2.318	2.4016	2.5576	2.6165	2.3546	2.4705	2.4158	2.3492	2.4503	2.3385	2.3989	2.1427
Abcg2	1.8932	1.8074	1.9796	1.8996	1.9366	 1.937	2.1316	1.9042	2.1805	1.9166	1.7486	2.0234	1.9565	1.9241	2.0437	2.0107	2.0161	1.6522	 1.977	1.9494	1.9204	1.8189	1.8796	1.5518	1.6489	1.9165	1.5627	1.7536	1.7835	1.8379	1.7672	1.8898	2.0197	1.8089	2.0985	1.9053	1.7043	1.8333	1.8667	1.9192	1.8903	 1.837	1.8848	1.7217	1.8375	1.8424	1.8915	1.9282	1.7977	 1.494	1.6258	 1.859	1.4131	1.2629	1.5109	1.6994	1.9508	1.9146	1.9093	2.1174	2.0801	1.8981	2.0422	2.0376	2.0552	2.0312	 2.075	1.6361	1.5636	2.1251	2.0924	2.1209	2.1369	 2.112	1.3219	2.0656	1.2524	1.9037	1.2491	 1.284	1.5579	 1.545	1.9365	1.9528	1.6414	1.7664	  1.74	1.9148	1.7381	 1.729	1.6694	1.5128	1.7656	1.4929	1.5113	1.6453	1.7004	1.7457	1.6398	1.7566	1.2955	1.6957	1.2001
Abhd14b	1.7259	1.5969	1.6233	1.5769	1.6192	1.8059	1.5612	1.6805	1.5468	1.6443	1.5367	1.5031	1.4762	1.6591	1.6491	1.6182	1.7673	1.5731	1.7282	1.7727	2.0031	2.2026	1.9129	1.5912	1.6264	1.7666	 1.626	1.6041	1.5616	1.6212	1.5435	1.7662	1.5787	 1.643	1.5093	1.6756	1.4488	1.6475	  1.64	1.7866	1.7338	1.7408	1.8763	1.5051	1.9452	  1.85	2.0861	2.1812	2.0978	1.5762	 1.637	1.9527	1.6849	 1.636	1.8395	 1.714	1.8388	 1.844	1.6703	1.7321	1.4872	1.7839	1.5937	1.5707	1.5374	1.4817	1.6671	1.5306	1.6586	 1.437	1.6264	1.5613	1.6882	1.5682	1.6477	1.6226	1.6956	1.9423	1.6264	1.6466	1.7088	1.6944	1.9313	1.9387	1.6533	1.7488	1.7172	1.8143	1.5733	1.7209	1.7571	1.6874	1.7735	1.6813	1.6139	1.7722	1.7637	1.6843	1.8639	1.8183	1.7636	 2.051	1.7524
Abhd2	1.4176	   1.7	1.6927	1.7535	 1.752	1.6439	1.6984	1.6708	1.7148	2.1049	2.1622	1.7509	1.7179	1.8716	1.7874	1.7168	1.7336	1.8762	1.5958	1.5914	1.5294	1.4353	1.4531	1.7059	 1.659	1.5005	1.8808	1.8423	1.8203	1.8852	1.8628	1.5952	1.8254	1.7268	1.8191	2.0306	2.0923	1.8009	1.9141	1.7674	1.6314	1.6638	1.5923	1.8225	1.5313	1.5504	 1.526	1.5639	1.4692	1.7569	1.7183	1.6038	1.7357	1.7331	1.6941	1.6206	1.7391	1.6225	1.5173	 1.619	1.6319	1.9723	1.7176	1.7065	1.7267	1.7403	1.7234	1.6984	1.7467	1.6845	1.7147	1.6736	1.7539	 1.696	1.6849	1.7576	1.7213	1.5066	1.7647	1.7048	1.7685	1.6956	1.6839	1.6653	 1.761	1.6513	1.6745	 1.798	1.6846	1.6784	1.6603	1.5563	1.6632	1.7204	1.7816	1.7349	1.6797	1.6943	1.6432	1.6622	1.6785	1.5354	1.6161
Abhd4	1.2579	1.4987	1.4381	1.3813	 1.372	1.2363	1.5412	1.5312	1.4389	1.4615	1.3843	1.6151	1.5366	1.5936	1.7974	1.7774	2.0937	1.4512	2.1006	 2.162	2.1452	2.3287	2.3924	1.3535	1.3439	1.3882	1.2932	1.3574	1.4483	1.3649	1.3899	1.2003	1.3349	1.2977	1.3854	1.4582	 1.288	1.5414	1.5337	1.6056	1.7386	1.7329	1.8562	1.2808	2.0672	2.0734	2.2196	2.2731	2.4842	1.3749	1.4215	1.5182	1.4548	1.3796	1.3869	1.3805	 1.429	 1.586	1.5506	1.4689	1.6198	1.5172	1.7633	1.7618	1.6726	1.6965	1.8559	1.2485	1.4974	1.6688	1.9291	1.8618	2.0586	2.0102	1.3822	2.1097	1.3987	1.5264	1.3188	1.3852	1.4656	1.4646	1.5887	1.3954	1.4709	1.4669	1.5535	1.5884	1.7352	1.8065	1.5774	 1.719	1.5768	 1.516	1.3481	1.6282	1.5819	1.6324	1.7017	1.6768	1.3214	1.9183	 1.431
Abhd6	2.1049	2.3003	2.2296	2.1898	2.2032	2.0728	2.2114	2.2617	2.0967	2.2072	2.0406	2.0544	2.0784	2.1546	 2.146	 2.116	2.0085	2.0945	2.1778	 2.134	2.0839	2.0498	2.0591	 2.215	2.2599	2.0701	2.2782	2.2661	2.2114	2.2236	2.1863	2.0308	2.1505	2.1653	2.1194	2.0698	1.8729	2.0141	2.0526	2.0917	2.0903	2.0057	2.0039	2.0524	 1.999	1.9895	 1.921	1.9012	1.9829	2.1785	2.1947	2.1386	 2.187	2.2229	 2.165	2.1492	2.1047	 2.084	2.1431	2.1711	2.2209	2.0708	2.1169	2.0557	2.1252	2.0505	2.2009	1.8952	1.9785	2.1866	2.1741	2.1935	2.2759	2.1976	2.0115	2.2388	2.1736	2.1696	2.1829	2.1646	2.1891	2.0978	2.0674	2.1393	2.1182	2.1802	2.1672	1.9603	2.0563	 2.089	2.0569	1.9456	2.0395	1.9472	1.9081	2.0801	2.0453	2.0515	2.0938	2.0641	2.0438	2.0259	2.1928
Acin1	3.3351	3.1266	3.0714	3.0711	3.1236	3.3065	3.0769	3.2153	3.0832	3.2484	3.1862	3.0916	3.0891	 3.077	2.9964	2.8823	2.7743	3.2388	2.9227	2.8591	 2.831	2.8218	2.8151	3.0835	3.2656	3.2691	3.0777	3.1547	3.0312	3.0359	3.1526	3.2224	3.0907	3.1032	3.0914	3.1652	3.1921	3.1234	3.1023	3.0223	3.0135	2.9398	2.9664	3.0772	2.9129	2.7748	2.7093	2.8008	2.7619	3.1782	3.1517	3.2356	3.1823	3.1433	3.1804	2.9526	3.1566	3.1944	3.0206	3.1168	3.0637	3.0538	3.1151	 3.086	3.1141	3.0533	3.1177	2.8747	2.9649	3.0854	3.0095	3.0799	3.0672	  3.08	3.1349	3.0259	3.0639	 3.117	3.1522	3.1491	3.1799	3.0508	3.1175	3.2263	3.1011	3.1633	3.0449	3.0605	3.1053	   3.1	3.1247	3.0016	3.0559	2.9664	3.0385	3.0501	 3.002	3.0057	3.0307	3.0159	3.1297	2.9671	3.0467
Acot13	2.3021	2.4098	2.5658	2.5221	2.4734	2.2353	2.5202	2.5453	2.4439	2.2735	 2.048	2.4679	2.3383	2.4775	2.5405	2.5171	2.6088	1.7286	 2.672	2.7184	2.8009	2.8894	2.9131	2.1453	2.1822	 2.316	2.3366	2.3091	2.4001	2.4096	2.2964	2.2735	2.3236	2.3429	2.3358	2.1173	2.0815	2.2917	 2.302	2.3825	2.4625	2.3763	2.5017	1.9312	2.6273	2.7086	2.7944	2.8119	3.0173	 2.036	2.1589	2.7106	2.3362	2.3677	2.4738	 2.618	2.4365	2.4233	2.6442	2.5822	2.5613	2.3751	2.4979	2.5138	2.4884	2.4376	2.5382	2.1409	2.1319	2.4585	2.4598	2.5004	2.4886	2.5594	2.0315	2.5536	2.1583	2.6902	 2.451	2.4543	2.5572	2.4939	2.4279	2.5019	2.6061	 2.466	2.3757	2.2802	2.2653	2.3443	 2.371	2.3595	2.4585	2.1037	2.1372	2.4183	2.4572	2.4471	2.5559	2.5313	2.0505	 2.653	2.2763
Acox1	2.2283	1.4329	1.5556	 1.583	1.5327	2.2725	1.5502	1.7336	1.7292	2.1859	 1.963	1.7258	1.6869	1.7827	1.7225	1.7712	 2.034	1.6859	1.8458	1.8999	1.8845	2.0377	1.9401	1.3798	1.4263	 2.168	1.5669	1.4688	1.4624	1.6111	1.6336	2.2912	1.6644	1.6737	1.6863	2.1638	1.8682	1.7453	1.7584	1.7517	1.8527	1.7884	1.8209	1.6543	1.9282	1.9189	1.9373	2.0846	2.1365	 1.402	1.5489	2.1414	1.4864	1.4989	 1.516	1.6109	2.1555	2.2392	1.6921	1.7683	1.7419	2.0722	1.8553	1.8262	1.8184	1.7387	1.8147	1.6693	1.7626	1.7233	1.7917	1.8563	1.8114	1.8671	1.4325	1.8281	1.4225	2.1483	1.5928	1.5374	1.6704	1.6903	2.1604	2.2988	1.8876	 1.783	1.8508	1.9878	1.8438	1.8674	1.8718	1.7976	1.8738	1.8365	1.7729	1.9639	1.8645	 1.914	1.9736	1.9541	1.6312	2.1213	1.5474
Acp5	 3.199	 2.102	2.1788	2.0887	2.0959	3.0456	2.1025	 2.152	2.0714	2.8092	2.5702	2.1353	2.0666	2.2116	2.1816	2.1091	2.6773	2.2488	2.1791	2.2369	2.3846	2.5897	2.2612	2.0871	2.3619	3.1414	1.9807	2.0142	2.0724	2.1745	2.1111	3.0717	2.1875	2.2036	2.2438	2.6672	2.5106	2.3004	2.3032	2.4449	2.5679	2.2947	2.6417	 2.094	2.7574	2.6104	2.8691	2.9912	2.9382	1.9391	2.4155	3.3843	1.9877	1.9951	 2.135	2.1133	3.2397	3.2289	2.2926	2.3998	2.2048	2.7668	2.1522	2.2219	2.0559	 2.141	2.1163	2.2486	2.4105	2.0133	2.0104	2.0985	2.0178	2.0347	2.0144	1.9974	2.0114	3.3197	2.0303	1.9155	2.1614	2.2913	3.0948	3.1969	2.3934	2.4273	2.3774	2.5352	2.3721	2.3817	2.3741	2.3483	2.6355	2.0306	2.1709	2.5154	2.6246	2.4543	2.4315	2.4111	1.9839	2.8782	1.9347
Acsbg1	 1.1687	 1.0636	 1.0612	 1.0689	 1.0482	  1.325	 1.0535	 1.0873	  1.081	 1.2652	 1.1057	 1.1198	 1.0762	 1.0547	 1.1198	 1.0389	 1.1231	 1.1758	 1.1148	 1.1516	 1.0462	 1.0747	 1.0941	 1.0162	 1.1461	 1.1911	 1.0552	 1.0194	 1.0845	  1.132	 1.0772	 1.2898	 1.1201	 1.1522	 1.0882	 1.1201	 1.0612	 1.0343	 1.1366	 1.0875	 1.0504	 1.1171	 1.0915	 1.0901	 1.1513	 1.0755	 1.1394	 1.2193	 1.2452	 1.0722	 1.1006	 1.3608	 1.2393	 1.0829	 1.1088	0.97562	 1.3021	 1.2508	 1.0548	 1.2042	 1.0505	   1.45	 1.1062	  1.133	0.91207	 1.0418	 1.0809	 1.2464	 1.3606	 1.0951	0.98049	 1.0124	 1.0775	 1.0007	 1.2638	0.95674	 1.1013	 1.4407	 1.8165	 1.7486	 1.8719	  1.629	 1.4003	 1.3191	 1.6018	 1.5759	 1.8157	 1.2395	 1.9702	 1.8361	 1.6511	 1.7809	 1.4305	 1.2562	 1.3195	 1.4091	 1.3823	 1.7188	 1.7294	 1.6554	 1.5682	 1.6272	 1.7574
Acsl4	1.6401	2.2031	2.1177	2.1296	2.2266	2.0012	2.1927	2.2304	 2.246	2.3833	2.6135	2.2378	2.3005	2.3566	2.3693	2.4245	2.4186	 2.433	2.4076	2.4732	2.4329	2.6043	  2.46	2.1651	1.8756	1.6774	2.2301	2.2057	2.1777	2.1666	2.2236	1.9959	2.2323	2.2679	 2.273	2.3135	2.5714	2.2729	2.2616	2.3444	2.3419	 2.424	2.4098	2.5452	2.4243	2.5781	2.4749	2.6553	2.5799	2.2017	2.2016	1.9863	2.3557	  2.38	 2.353	2.2684	2.1188	2.1132	 2.221	2.3072	2.2653	2.4527	2.2623	2.2922	2.2205	 2.285	 2.259	2.4316	 2.491	2.2561	2.2823	2.2536	2.2808	2.2197	2.3707	2.2473	2.4312	1.9773	2.4703	2.5152	2.5568	2.5627	2.0204	2.1135	2.5445	2.5315	2.5883	 2.479	2.5449	2.5018	2.6855	2.6267	2.6551	2.5133	2.5953	2.6917	2.6188	2.6506	 2.754	2.6677	2.5273	2.7895	2.5584
Acsl5	2.9956	3.2207	3.2899	3.3043	3.2819	2.8626	3.3028	3.3025	3.3568	2.7769	2.8758	3.3821	 3.398	3.4043	3.4149	3.4395	3.2432	3.1191	3.3739	3.3778	3.3349	3.3164	 3.312	3.2629	3.1817	 2.989	3.3042	3.3327	3.3622	3.3757	3.3182	2.8476	3.3424	3.3275	3.3166	2.8217	2.9847	3.4029	 3.378	3.3676	3.3853	3.4703	 3.336	3.1515	3.2971	3.3452	3.2699	3.2329	3.1451	3.2901	3.2266	3.0022	3.1858	3.1913	3.2248	 3.258	2.9196	2.8799	3.2732	3.3083	3.2808	2.7876	3.3419	3.3305	3.4347	3.3543	3.4154	3.1333	3.0971	3.4123	 3.397	3.3709	3.4011	3.4005	3.2429	3.4094	3.2363	2.9837	 3.144	3.1387	3.2125	 3.171	2.8904	2.8471	3.1338	3.1744	3.0827	2.8297	3.1486	3.1793	3.2325	3.1992	3.2608	3.1261	3.1133	3.2452	3.2559	3.2439	 3.243	3.2565	3.2142	3.2332	3.2046
Acsl6	1.2252	1.8748	1.9763	2.0824	1.8619	1.2857	2.0918	 1.879	2.1573	1.2596	 1.288	2.0461	2.1654	2.0372	2.3343	2.5051	2.4303	1.2944	2.4827	2.5892	2.3139	2.1133	2.4615	1.7835	1.7108	1.2544	1.8291	1.5308	1.8816	1.8534	1.6003	1.2039	1.7997	  1.53	1.8634	1.3608	1.2114	1.8464	1.8655	1.9898	 2.057	2.3092	2.0057	1.3389	2.0292	 2.162	2.0127	1.9103	1.7684	1.5525	1.4627	1.0959	1.2851	1.3788	1.7896	1.8979	1.0444	1.0295	1.7453	 1.971	2.0924	1.0684	2.5172	2.3948	 2.564	2.5728	 2.624	1.2838	1.1728	 2.775	2.7661	2.7222	2.8199	2.5836	1.2685	2.4621	1.5705	1.0512	1.0555	1.1417	1.1711	1.1375	1.1431	1.0067	1.0721	1.0366	1.1224	1.2149	1.1173	1.2022	1.2632	 1.216	1.4465	1.1637	1.1537	1.3861	1.3788	1.2164	 1.201	1.2421	1.1452	1.4972	1.1731
Actn1	2.1774	1.6992	1.8254	1.7979	1.7327	2.0893	1.7899	1.8521	1.8564	 2.163	2.2508	1.7996	1.9072	1.7434	1.7108	1.6736	 1.753	2.0114	1.7343	1.7817	1.5833	1.5129	1.7077	 1.781	1.7947	2.1499	1.6697	1.4464	1.6923	1.5746	1.4735	2.0751	1.6919	1.6088	 1.661	2.1715	2.0421	1.7631	1.7025	1.6488	1.5913	1.5792	1.4962	1.7701	1.4618	1.4677	1.4036	1.3546	1.3885	1.5909	1.8327	2.2746	1.8255	1.8555	1.9068	1.7881	2.1364	2.1805	1.7795	1.8256	1.7317	2.1733	 1.881	1.8418	1.7076	1.6663	1.6959	1.8211	2.0562	1.7915	 1.682	 1.667	1.6196	1.7024	  1.89	1.6453	1.8763	 2.147	1.4626	1.4636	1.5867	1.4408	 2.032	2.2345	1.4881	1.5032	1.4215	2.0526	 1.539	1.4638	1.4915	1.3861	1.4342	1.7873	1.9535	1.4509	1.5054	 1.391	1.3765	 1.397	1.7245	1.4381	1.6297
Acvrl1	1.7869	1.2084	1.1325	1.1937	1.0749	1.6175	1.1408	1.1166	 1.168	1.4362	1.5219	 1.045	1.1159	1.0759	1.1237	1.1063	2.0765	1.1813	1.2373	1.2294	 1.458	1.7698	1.2541	1.1824	1.2068	1.8137	1.1225	1.1898	1.1467	1.1303	1.1701	1.6717	1.1124	1.0533	1.1769	 1.409	1.2974	1.1235	1.0627	1.2342	1.3751	 1.258	1.6997	1.1718	2.0422	1.7997	2.2007	2.4189	 2.282	1.0889	1.2106	1.9191	1.1109	1.1629	1.1656	1.2352	1.7361	1.8175	1.1249	1.0104	1.1723	1.3277	1.0734	1.2567	 1.142	1.1936	1.1532	1.1845	1.2778	1.0742	1.0915	1.1201	1.1085	1.2262	1.3013	1.1314	1.1447	1.8988	1.1928	 1.242	1.3766	1.3029	1.4567	  1.82	1.3357	1.2887	 1.261	1.2675	1.4296	1.3661	1.3089	1.2287	1.2778	1.1793	1.2716	1.2755	1.2883	1.3271	1.2559	1.3306	1.1576	1.5061	1.2545
Acy1	1.7638	2.4705	2.4796	2.6064	2.5357	1.7738	2.4802	2.4229	2.4171	1.6303	 1.719	2.3138	2.2756	 2.288	2.2819	2.3271	 2.035	1.9861	2.2184	2.2273	2.2303	2.0576	2.1809	2.5135	2.5135	1.7457	2.4948	2.4907	2.4247	2.6354	2.5356	1.7698	2.4716	2.4661	2.4463	1.6131	1.7332	2.2858	2.3754	 2.345	2.2335	2.3329	2.1124	2.0491	1.9603	2.1032	2.0651	1.7184	1.7945	 2.503	2.4264	1.8429	2.2859	2.3563	2.4064	 2.345	1.8922	1.7813	2.3104	2.3784	2.3539	1.7834	2.3578	2.3407	2.3145	 2.273	2.2853	1.8477	2.1338	2.2799	2.2568	2.2752	2.2398	2.2266	2.3115	2.1753	2.2936	1.7071	2.2733	2.2513	 2.414	2.3668	1.6105	1.8002	2.3941	2.4234	2.4015	1.6975	2.4169	2.3514	2.3932	2.3643	2.3622	1.9196	  2.05	2.4389	2.3373	2.4099	2.3652	 2.334	2.3635	2.0986	 2.419
Ada	2.0033	2.1596	2.0655	 2.173	2.2542	2.0919	2.4227	2.2766	2.5637	2.1247	2.0878	2.5218	2.4703	2.4865	2.4412	 2.316	2.2422	2.0663	2.3116	2.2738	2.3278	2.1535	2.1571	2.0755	2.0106	1.9198	2.2369	2.2513	2.1903	2.3332	 2.326	2.2462	2.4066	2.3806	2.5967	2.2713	2.4523	2.6227	 2.623	2.5862	2.4522	2.3087	2.2713	2.2756	2.2733	2.1484	2.3231	2.1693	1.9445	2.1073	2.1857	1.9828	 2.072	2.0906	1.9702	2.0579	2.0654	2.0989	2.3302	2.4739	2.5662	2.0023	2.5912	2.5932	2.3873	2.3724	2.3197	2.0651	2.0298	2.2501	2.2737	 2.366	 2.124	2.3204	2.0966	2.0693	2.1392	2.0357	2.2395	 2.156	2.1961	2.2124	2.2166	2.3201	2.4617	 2.485	2.6224	 2.268	2.6741	2.6525	2.4822	2.4589	2.4421	2.1813	2.1588	2.4363	2.4012	2.4545	2.3717	2.3654	2.1702	2.1501	2.1953
Adam19	2.0219	 1.723	1.7773	2.0812	 1.658	1.8525	1.7976	1.7629	1.7812	2.1332	2.5407	1.8481	  1.86	1.9301	2.0228	  2.14	2.2678	2.7739	2.1242	2.2012	 2.344	 2.374	2.2396	2.2096	2.2492	 1.955	1.8536	1.6172	1.7288	1.8168	1.7141	1.8347	1.8952	1.6298	1.8645	1.8802	2.1595	1.9763	2.0043	2.0293	2.2415	2.1221	2.3852	2.6124	2.5571	2.3175	2.5549	2.8476	2.4455	2.0928	2.1352	2.3494	2.1968	2.2775	1.9439	 2.027	2.1911	2.2098	2.1928	1.9004	2.1353	 2.681	1.8809	2.0565	1.9165	1.9933	 1.715	3.0498	3.0014	1.7841	 1.851	1.8648	1.6634	1.7282	 2.686	1.7007	2.2243	2.3756	3.0603	3.1228	3.1729	3.1991	2.3241	2.3524	3.1801	3.0824	3.1562	2.4591	3.0692	3.0812	3.0268	3.0539	2.9357	2.7696	 2.687	2.9507	 2.912	2.9225	 3.038	2.9256	3.0503	 3.073	3.1204
Adam8	1.2838	1.2416	1.1956	1.1473	1.1675	1.1189	1.2537	1.2501	1.2646	1.2568	1.3432	  1.35	1.1754	1.1583	 1.239	1.1973	1.2367	1.3077	1.1993	1.2063	1.1602	 1.294	1.2475	1.2481	1.2716	1.2798	 1.167	1.2143	1.1889	1.2084	1.2477	1.2174	 1.273	 1.307	1.2125	1.2491	1.1551	1.1059	1.1236	1.2426	1.1887	1.1288	1.1303	1.3168	1.2032	1.2358	1.2668	 1.672	 1.576	1.2588	1.2944	1.2429	1.2691	 1.395	1.1578	1.2812	1.0522	1.1814	1.1425	1.3633	1.2113	1.2993	1.1419	1.1956	1.1265	1.1584	1.2342	1.3173	1.2761	1.2521	1.2299	 1.278	1.2793	 1.189	 1.312	1.2277	1.3296	1.2486	1.1734	1.2172	1.2359	1.1258	1.2189	 1.095	1.1691	1.0704	1.2601	1.1968	 1.226	1.1883	1.2855	1.3057	1.3535	1.2623	1.2233	1.3896	1.2915	1.4186	1.4956	1.5681	1.2402	1.8801	1.2785
Adam9	1.5562	1.9555	1.9055	1.9461	1.9178	1.5239	1.8902	1.8758	1.8011	1.8052	1.7157	1.6685	1.8091	1.7948	1.8435	1.8752	1.9616	 1.772	1.8773	1.9669	1.8932	1.9763	2.0761	1.9522	1.6935	1.5788	1.9412	1.9452	1.8862	1.9147	1.8758	1.6178	1.9279	1.8814	1.8402	1.7955	1.5583	1.7938	1.7946	1.9327	1.9822	1.9413	1.9947	1.7706	2.0522	2.1325	2.2137	2.3041	2.2344	1.9149	1.8714	1.4684	1.8765	1.9371	1.8507	1.8162	 1.702	 1.627	1.8221	1.8526	1.8568	1.8632	1.8199	1.8147	1.7986	1.8967	1.8376	1.7881	1.7245	1.7865	1.8609	1.9463	1.8697	1.8939	 1.794	1.8646	1.9337	1.5062	1.9236	1.9689	1.9421	1.9734	1.7837	1.7946	2.0238	2.0205	2.0342	1.8747	1.9904	2.0714	  2.16	2.2197	2.2011	1.8685	1.8722	2.2205	2.2186	2.2995	2.3583	2.3259	1.9375	2.3723	1.9899
Adarb1	1.1749	2.1292	2.0572	2.1607	2.0769	1.2027	1.9714	1.9257	1.6981	1.3459	1.2591	1.8112	1.6254	 1.622	1.6647	1.7274	1.5817	1.4541	1.5367	1.6097	1.4857	1.3441	 1.437	2.0505	1.9656	1.3051	2.1033	1.8987	1.9961	  2.08	1.7779	1.0689	1.7999	1.6753	 1.655	1.3105	1.3632	1.4936	 1.561	1.5898	1.6217	1.6948	1.4873	1.3752	1.4919	1.6995	1.6194	1.4545	1.6324	1.9298	1.9371	1.1848	2.0627	2.0058	2.1405	1.9978	1.0412	1.1206	1.8107	1.8845	  1.86	1.1649	  1.84	1.7651	1.8776	1.7255	1.7313	1.3703	1.3473	1.8512	1.4785	 1.615	1.7793	1.6056	1.6298	1.5308	1.7574	1.0498	2.2405	2.2311	2.3799	2.2377	1.1055	1.0291	2.2047	2.2438	2.1723	1.1133	2.2085	2.1555	2.2172	2.1621	  2.02	1.3644	1.4744	2.0778	1.9654	2.1383	2.1579	2.0845	1.9975	1.8965	 1.918
Adck1	1.8546	1.9444	1.9538	1.9454	1.9386	 1.878	1.9604	1.9269	1.9011	1.6838	1.6606	1.8432	 1.787	1.7422	1.8064	1.7934	1.7171	1.8369	1.7703	1.7392	1.6832	1.7198	1.7608	1.9782	1.9323	 1.843	2.0583	1.9437	1.9495	1.9724	1.9545	1.8315	 1.888	1.7891	1.8982	1.7073	1.6583	1.7969	1.7698	1.6969	1.7293	1.7982	1.6278	1.7198	1.7415	1.6392	1.6086	1.5909	1.6802	1.9796	1.8583	1.7843	1.8907	1.9393	1.9457	1.9938	1.7472	1.8239	1.9304	1.8856	1.8943	1.7051	 1.828	1.7801	1.8081	1.7995	 1.861	1.7203	1.7506	1.8195	1.7287	1.8155	1.8379	1.8361	1.9032	1.8414	1.9523	1.7927	1.8505	1.8582	1.9155	1.8551	1.7781	1.7346	1.8291	1.7867	1.7536	1.7852	1.6898	1.7342	1.6593	1.6833	1.6626	1.7527	1.7414	 1.666	1.6119	1.5939	1.5935	1.6026	1.8565	1.5989	1.9191
