regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	var.exp.ranksum	prior
Pcbp4	Plod3	2	2	0	465719	0
Stat3	Ankrd57	2	2	0	465719.5	0
Zfp426	Adam19	-2	2	0	465720.5	0
Rxra	Ltb	2	2	0	465723	1
Gfi1	2010002n04rik	-2	2	0	465726.5	0
Fbxo18	Rcl1	-2	2	0	465730	0
Kdm2b	Me2	-2	2	0	465731.5	0
Hopx	Chchd7	2	2	0	465739.5	0
Tbx21	Tnfrsf1a	2	2	0	465741	0
Nfatc2	Slc25a38	2	2	0	465742	0
Trib3	Pafah1b3	2	2	0	465742.5	0
Stat3	Anxa3	2	2	0	465745	0
Max	Sqstm1	-2	2	0	465745.5	1
Nucb2	Mical1	2	2	0	465746	0
Nfe2l2	Ccdc50	-2	2	0	465748	0
Mxi1	Spry1	0	2	0	465751	0
Ift57	Tfg	2	2	0	465752	0
Dnmt3a	Cxcr3	2	2	0	465754.5	0
Etv6	Hopx	-2	2	0	465755.5	1
Ski	Tsc22d1	2	2	0	465758	0
Max	1700081l11rik	-2	2	0	465760.5	0
Foxo1	Ndrg2	2	2	0	465767.5	1
Trib3	Cstf2t	-2	2	0	465772.5	0
Hopx	Rhoc	2	2	0	465775.5	0
Rara	Irf5	2	2	0	465779.5	0
Klf10	Id2	2	2	0	465780	0
Sox4	Rorc	2	2	0	465780.5	0
Tbx21	Lrrc59	-2	2	0	465781	0
Dnmt3a	Tm9sf4	2	2	0	465784.5	0
Myb	Trim24	-2	2	0	465786	0
Rpa2	Hspa4l	-2	2	0	465786	0
Maf	2010002n04rik	-2	2	0	465786.5	0
Stat3	Selenbp1	2	2	0	465791.5	0
Klf3	2310033p09rik	2	2	0	465795.5	0
Foxp1	Nrip1	2	2	0	465796	1
Dnmt3a	Nfkbie	2	2	0	465798	0
Tbx21	Gltpd1	-2	2	0	465798	0
Ncoa1	Map4k4	2	2	0	465798.5	0
Ski	Nlgn2	-2	2	0	465799.5	0
Nfatc1	Sesn1	-2	2	0	465800.5	0
Max	Oxct1	2	2	0	465801.5	0
Nfatc1	Ccbl2	2	2	0	465801.5	1
Sra1	Tpd52	2	2	0	465802.5	0
Exo1	Sra1	-2	2	0	465803	0
Irf5	Fbxo18	-2	2	0	465805.5	0
Egr2	Tgm1	2	2	0	465806	1
Pbx2	Helb	2	2	0	465806	0
Akna	Mfge8	2	2	0	465809.5	0
Egr2	3110057o12rik	2	2	0	465812	0
Nfil3	Cd83	-2	2	0	465812.5	0
Batf	Sidt1	-2	2	0	465813	0
Fli1	Me2	2	2	0	465817	1
Fbxo18	Pla1a	2	2	0	465820	0
Irf5	Piga	-2	2	0	465825	0
Crem	Ing2	-2	2	0	465833	0
Aes	Fancm	2	2	0	465838	0
Nfkb1	Id3	2	2	0	465840.5	0
Nfkb1	Capg	2	2	0	465841	1
Pbx2	Rab6	-2	2	0	465843	0
Pbx2	Zyg11b	-2	2	0	465845	0
Batf3	Srpk2	-2	2	0	465848.5	0
Xrcc5	Cxcr4	-2	2	0	465851	0
Prkrir	Psme2	2	2	0	465854.5	1
Nucb2	Bc021614	2	2	0	465855	0
Pou2f2	Tmtc4	-2	2	0	465857.5	1
Max	Zfp426	0	2	0	465858	1
Nfyb	Lrmp	2	2	0	465858.5	1
Irf4	Hmgcl	2	2	0	465860.5	0
Klf3	Tubb6	-2	2	0	465863	0
Irf5	Impdh1	2	2	0	465863.5	0
Nfe2l2	Gsn	2	2	0	465863.5	0
Aes	Sytl3	-2	2	0	465868.5	0
Ing2	Dyx1c1	2	2	0	465869	0
Bcl11b	Narg2	-2	2	0	465869.5	0
Fli1	Ing2	2	2	0	465870	1
Max	Icam2	-2	2	0	465870.5	1
Ski	Sra1	-2	2	0	465870.5	0
Aes	9030617o03rik	-2	2	0	465872	0
Crebbp	Rnh1	-2	2	0	465876.5	0
Nfe2l2	Dazap2	2	2	0	465878.5	0
Sirt2	Akr1b8	2	2	0	465882.5	0
Tbx21	B230312a22rik	2	2	0	465884	0
Cebpb	Rhbdf1	2	2	0	465885	1
Rad52	Espn	2	2	0	465885	0
Pbx2	Plekha1	-2	2	0	465885.5	0
Ing2	Appl2	2	2	0	465886	0
Crebbp	Sra1	-2	2	0	465888.5	0
Ing2	Abcg2	2	2	0	465890	0
Klf3	Arhgdig	-2	2	0	465893	0
Bcl11b	Igfbp4	2	2	0	465895.5	0
Tef	Klhdc5	2	2	0	465897	1
Pcbp4	Trp53i13	2	2	0	465897.5	0
Mxi1	Ms4a6c	2	2	0	465899	0
Fbxo18	Sf3b3	-2	2	0	465900.5	0
Zscan21	Rassf1	-2	2	0	465900.5	0
Ifih1	Ppic	2	2	0	465901	0
Txk	Sytl3	2	2	0	465904.5	0
Sox4	Acsbg1	0	2	0	465905.5	0
Ets1	Nfil3	-2	2	0	465908	0
Nfe2l2	Adam19	2	2	0	465908	1
Nfatc2	Nfil3	-2	2	0	465910	0
Rad52	Selenbp1	2	2	0	465911	0
H1f0	Dhrs1	2	2	0	465912	0
Thap4	Ccl1	2	2	0	465915.5	0
Cebpb	Pdpn	-2	2	0	465918.5	0
Klf7	Ifit1	-2	2	0	465920	0
Nfil3	Spry1	-2	2	0	465920	0
Smarca2	Abcg1	2	2	0	465921	0
Atf6	Cdk5r1	-2	2	0	465923.5	0
Myb	Snx9	-2	2	0	465926	0
Zbed4	Ypel3	-2	2	0	465926	0
Impdh1	Zfp362	-2	2	0	465930	0
Ift57	Tmed3	2	2	0	465936	0
Ing2	Zadh2	2	2	0	465936.5	0
Rbpj	Taf7	2	2	0	465937	1
Cebpb	Ap3b1	2	2	0	465938	0
Chd7	Flot2	2	2	0	465939	0
Stat3	Mical1	2	2	0	465939	0
Etv6	Stk4	2	2	0	465939.5	1
Ets1	Epsti1	-2	2	0	465943	1
Fbxo18	Erap1	-2	2	0	465943	0
Ets1	Herc4	-2	2	0	465946	0
Smarca2	Nlgn2	-2	2	0	465947	0
Foxp1	Xrcc5	-2	2	0	465948.5	0
Max	Pcgf1	2	2	0	465952	0
Crebbp	Sh3bp1	-2	2	0	465955	0
Runx1	Amz2	2	2	0	465958.5	1
Zbed4	Srpk1	-2	2	0	465958.5	0
Foxp1	Ccng1	-2	2	0	465960.5	1
Fbxo18	Zadh2	2	2	0	465963	0
Myb	Casp6	2	2	0	465963.5	1
Txk	Rab4b	2	2	0	465966	0
Hmgn1	Dazap2	-2	2	0	465966.5	0
Klf3	Tal2	2	2	0	465966.5	0
Impdh1	Fam111a	-2	2	0	465969.5	0
Pbx2	Timp1	-2	2	0	465971	0
Maff	Mtss1	-2	2	0	465972	0
Stat3	Cd9	-2	2	0	465972.5	1
Nfkb1	Ss18	-2	2	0	465974	1
Bcl3	Ddx51	2	2	0	465974.5	0
Dnmt3a	Pcbp4	-2	2	0	465976	0
Exo1	Arhgdig	2	2	0	465977.5	0
Dnmt3a	Lad1	2	2	0	465978	0
Chd7	Krtcap2	2	2	0	465980.5	0
Pbx2	Ggta1	2	2	0	465982	0
Ahr	Snx19	2	2	0	465982.5	0
Irf5	Cd74	2	2	0	465985	0
Ski	Wdr82	2	2	0	465985.5	0
Gfi1	Rbpj	-2	2	0	465986	0
Cebpb	Plxnc1	2	2	0	465987.5	1
Trib3	Gimap7	2	2	0	465990	0
Creb1	Rorc	-2	2	0	465993	0
Ets2	Syf2	2	2	0	465993.5	1
Dnmt3a	Serpinb9	2	2	0	465997	0
Ing2	Atp6v1d	2	2	0	465998.5	0
Foxp1	Agpat3	-2	2	0	466003	1
Rora	Lsp1	-2	2	0	466003	0
Pou2f2	Cndp2	-2	2	0	466003.5	0
Aes	1190002n15rik	2	2	0	466006	0
Irf4	Tspan3	2	2	0	466007.5	1
Stat3	Gys1	2	2	0	466012	1
Kdm2b	Wwp1	-2	2	0	466016	0
Pou2f2	Got1	-2	2	0	466018	1
Thap4	Galm	2	2	0	466020.5	0
Aes	Haus8	2	2	0	466022	0
Prkrir	Procr	-2	2	0	466023.5	0
